details,result
"比賽模式: CLASSIC
使用英雄: Rumble (JUNGLE)
終場表現: - 擊殺數: 1, 死亡數: 3, 助攻數: 2 - 獲得金錢: 4835 - 經驗值: 5224, 等级: 9 - 小兵擊殺數: 14, 野怪擊殺數: 68 關鍵事件:
- 在 112 秒時，(Rumble (JUNGLE)) 被 (Ashe (BOTTOM)) 擊殺
- 在 250 秒時，(Rumble (JUNGLE)) 被 (Kindred (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Yasuo (MIDDLE)
終場表現: - 擊殺數: 2, 死亡數: 3, 助攻數: 2 - 獲得金錢: 7244 - 經驗值: 7950, 等级: 11 - 小兵擊殺數: 131, 野怪擊殺數: 0 關鍵事件:
- 在 409 秒時，(Yasuo (MIDDLE)) 被 (Malphite (MIDDLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Lucian (BOTTOM)
終場表現: - 擊殺數: 1, 死亡數: 6, 助攻數: 1 - 獲得金錢: 5307 - 經驗值: 5793, 等级: 9 - 小兵擊殺數: 98, 野怪擊殺數: 0 關鍵事件:
- 在 140 秒時，(Lucian (BOTTOM)) 擊殺了 (Kindred (JUNGLE))
- 在 140 秒時，(Lucian (BOTTOM)) 被 (Ashe (BOTTOM)) 擊殺
- 在 292 秒時，(Lucian (BOTTOM)) 被 (Kindred (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Camille (UTILITY)
終場表現: - 擊殺數: 3, 死亡數: 9, 助攻數: 2 - 獲得金錢: 5890 - 經驗值: 3624, 等级: 7 - 小兵擊殺數: 27, 野怪擊殺數: 0 關鍵事件:
- 在 117 秒時，(Camille (UTILITY)) 被 (Ashe (BOTTOM)) 擊殺
- 在 293 秒時，(Camille (UTILITY)) 被 (Ashe (BOTTOM)) 擊殺
- 在 390 秒時，(Camille (UTILITY)) 被 (Thresh (UTILITY)) 擊殺
- 在 507 秒時，(Camille (UTILITY)) 被 (Kindred (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Gangplank (TOP)
終場表現: - 擊殺數: 4, 死亡數: 1, 助攻數: 0 - 獲得金錢: 7596 - 經驗值: 8313, 等级: 11 - 小兵擊殺數: 125, 野怪擊殺數: 0 關鍵事件:
- 在 283 秒時，(Gangplank (TOP)) 被 (Singed (TOP)) 擊殺
- 在 362 秒時，(Gangplank (TOP)) 擊殺了 (Singed (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Ashe (BOTTOM)
終場表現: - 擊殺數: 7, 死亡數: 2, 助攻數: 4 - 獲得金錢: 8309 - 經驗值: 7252, 等级: 10 - 小兵擊殺數: 119, 野怪擊殺數: 4 關鍵事件:
- 在 112 秒時，(Ashe (BOTTOM)) 擊殺了 (Rumble (JUNGLE))
- 在 117 秒時，(Ashe (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 140 秒時，(Ashe (BOTTOM)) 擊殺了 (Lucian (BOTTOM))
- 在 292 秒時，(Ashe (BOTTOM)) 助攻 (Kindred (JUNGLE)) 擊殺了 (Lucian (BOTTOM))
- 在 293 秒時，(Ashe (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 390 秒時，(Ashe (BOTTOM)) 助攻 (Thresh (UTILITY)) 擊殺了 (Camille (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Malphite (MIDDLE)
終場表現: - 擊殺數: 7, 死亡數: 2, 助攻數: 3 - 獲得金錢: 7310 - 經驗值: 7625, 等级: 11 - 小兵擊殺數: 96, 野怪擊殺數: 0 關鍵事件:
- 在 409 秒時，(Malphite (MIDDLE)) 擊殺了 (Yasuo (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Kindred (JUNGLE)
終場表現: - 擊殺數: 5, 死亡數: 2, 助攻數: 6 - 獲得金錢: 7117 - 經驗值: 6733, 等级: 10 - 小兵擊殺數: 9, 野怪擊殺數: 93 關鍵事件:
- 在 112 秒時，(Kindred (JUNGLE)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Rumble (JUNGLE))
- 在 117 秒時，(Kindred (JUNGLE)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 140 秒時，(Kindred (JUNGLE)) 被 (Lucian (BOTTOM)) 擊殺
- 在 140 秒時，(Kindred (JUNGLE)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Lucian (BOTTOM))
- 在 250 秒時，(Kindred (JUNGLE)) 擊殺了 (Rumble (JUNGLE))
- 在 292 秒時，(Kindred (JUNGLE)) 擊殺了 (Lucian (BOTTOM))
- 在 293 秒時，(Kindred (JUNGLE)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 409 秒時，(Kindred (JUNGLE)) 助攻 (Malphite (MIDDLE)) 擊殺了 (Yasuo (MIDDLE))
- 在 428 秒時，(Kindred (JUNGLE)) 擊殺了 小龍
- 在 507 秒時，(Kindred (JUNGLE)) 擊殺了 (Camille (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Thresh (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 3, 助攻數: 9 - 獲得金錢: 5014 - 經驗值: 3455, 等级: 7 - 小兵擊殺數: 7, 野怪擊殺數: 4 關鍵事件:
- 在 112 秒時，(Thresh (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Rumble (JUNGLE))
- 在 117 秒時，(Thresh (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 293 秒時，(Thresh (UTILITY)) 助攻 (Ashe (BOTTOM)) 擊殺了 (Camille (UTILITY))
- 在 390 秒時，(Thresh (UTILITY)) 擊殺了 (Camille (UTILITY))
- 在 409 秒時，(Thresh (UTILITY)) 助攻 (Malphite (MIDDLE)) 擊殺了 (Yasuo (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: TwistedFate (TOP)
終場表現: - 擊殺數: 1, 死亡數: 5, 助攻數: 5 - 獲得金錢: 10740 - 經驗值: 12516, 等级: 14 - 小兵擊殺數: 183, 野怪擊殺數: 4 關鍵事件:
- 在 451 秒時，(TwistedFate (TOP)) 被 (LeeSin (JUNGLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Kindred (JUNGLE)
終場表現: - 擊殺數: 7, 死亡數: 3, 助攻數: 13 - 獲得金錢: 11590 - 經驗值: 12857, 等级: 14 - 小兵擊殺數: 23, 野怪擊殺數: 140 關鍵事件:
- 在 262 秒時，(Kindred (JUNGLE)) 擊殺了 (Pyke (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Leblanc (MIDDLE)
終場表現: - 擊殺數: 12, 死亡數: 2, 助攻數: 11 - 獲得金錢: 13900 - 經驗值: 14906, 等级: 16 - 小兵擊殺數: 200, 野怪擊殺數: 0 關鍵事件:
",Win
"比賽模式: CLASSIC
使用英雄: Corki (BOTTOM)
終場表現: - 擊殺數: 10, 死亡數: 7, 助攻數: 11 - 獲得金錢: 12789 - 經驗值: 12339, 等级: 14 - 小兵擊殺數: 183, 野怪擊殺數: 0 關鍵事件:
- 在 136 秒時，(Corki (BOTTOM)) 被 (Kaisa (BOTTOM)) 擊殺
- 在 262 秒時，(Corki (BOTTOM)) 助攻 (Kindred (JUNGLE)) 擊殺了 (Pyke (UTILITY))
- 在 351 秒時，(Corki (BOTTOM)) 擊殺了 (Kaisa (BOTTOM))
- 在 498 秒時，(Corki (BOTTOM)) 被 (Kaisa (BOTTOM)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Leona (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 6, 助攻數: 15 - 獲得金錢: 7829 - 經驗值: 8300, 等级: 11 - 小兵擊殺數: 25, 野怪擊殺數: 0 關鍵事件:
- 在 171 秒時，(Leona (UTILITY)) 被 (Kaisa (BOTTOM)) 擊殺
- 在 261 秒時，(Leona (UTILITY)) 被 (Pyke (UTILITY)) 擊殺
- 在 262 秒時，(Leona (UTILITY)) 助攻 (Kindred (JUNGLE)) 擊殺了 (Pyke (UTILITY))
- 在 351 秒時，(Leona (UTILITY)) 助攻 (Corki (BOTTOM)) 擊殺了 (Kaisa (BOTTOM))
- 在 530 秒時，(Leona (UTILITY)) 擊殺了 (Pyke (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Singed (TOP)
終場表現: - 擊殺數: 3, 死亡數: 6, 助攻數: 3 - 獲得金錢: 8894 - 經驗值: 11587, 等级: 14 - 小兵擊殺數: 173, 野怪擊殺數: 0 關鍵事件:
- 在 451 秒時，(Singed (TOP)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (TwistedFate (TOP))
",Lose
"比賽模式: CLASSIC
使用英雄: LeeSin (JUNGLE)
終場表現: - 擊殺數: 3, 死亡數: 8, 助攻數: 7 - 獲得金錢: 9212 - 經驗值: 9579, 等级: 12 - 小兵擊殺數: 11, 野怪擊殺數: 113 關鍵事件:
- 在 261 秒時，(LeeSin (JUNGLE)) 助攻 (Pyke (UTILITY)) 擊殺了 (Leona (UTILITY))
- 在 451 秒時，(LeeSin (JUNGLE)) 擊殺了 (TwistedFate (TOP))
",Lose
"比賽模式: CLASSIC
使用英雄: Syndra (MIDDLE)
終場表現: - 擊殺數: 3, 死亡數: 3, 助攻數: 3 - 獲得金錢: 9070 - 經驗值: 10958, 等级: 13 - 小兵擊殺數: 170, 野怪擊殺數: 6 關鍵事件:
",Lose
"比賽模式: CLASSIC
使用英雄: Kaisa (BOTTOM)
終場表現: - 擊殺數: 10, 死亡數: 7, 助攻數: 4 - 獲得金錢: 11784 - 經驗值: 11058, 等级: 13 - 小兵擊殺數: 170, 野怪擊殺數: 8 關鍵事件:
- 在 136 秒時，(Kaisa (BOTTOM)) 擊殺了 (Corki (BOTTOM))
- 在 171 秒時，(Kaisa (BOTTOM)) 擊殺了 (Leona (UTILITY))
- 在 261 秒時，(Kaisa (BOTTOM)) 助攻 (Pyke (UTILITY)) 擊殺了 (Leona (UTILITY))
- 在 351 秒時，(Kaisa (BOTTOM)) 被 (Corki (BOTTOM)) 擊殺
- 在 498 秒時，(Kaisa (BOTTOM)) 擊殺了 (Corki (BOTTOM))
",Lose
"比賽模式: CLASSIC
使用英雄: Pyke (UTILITY)
終場表現: - 擊殺數: 4, 死亡數: 9, 助攻數: 7 - 獲得金錢: 7294 - 經驗值: 7934, 等级: 11 - 小兵擊殺數: 33, 野怪擊殺數: 0 關鍵事件:
- 在 136 秒時，(Pyke (UTILITY)) 助攻 (Kaisa (BOTTOM)) 擊殺了 (Corki (BOTTOM))
- 在 171 秒時，(Pyke (UTILITY)) 助攻 (Kaisa (BOTTOM)) 擊殺了 (Leona (UTILITY))
- 在 261 秒時，(Pyke (UTILITY)) 擊殺了 (Leona (UTILITY))
- 在 262 秒時，(Pyke (UTILITY)) 被 (Kindred (JUNGLE)) 擊殺
- 在 530 秒時，(Pyke (UTILITY)) 被 (Leona (UTILITY)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Skarner (TOP)
終場表現: - 擊殺數: 5, 死亡數: 2, 助攻數: 5 - 獲得金錢: 11716 - 經驗值: 14522, 等级: 15 - 小兵擊殺數: 176, 野怪擊殺數: 2 關鍵事件:
- 在 206 秒時，(Skarner (TOP)) 被 (Smolder (TOP)) 擊殺
- 在 329 秒時，(Skarner (TOP)) 擊殺了 (Smolder (TOP))
- 在 472 秒時，(Skarner (TOP)) 助攻 (Graves (JUNGLE)) 擊殺了 (Smolder (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Graves (JUNGLE)
終場表現: - 擊殺數: 4, 死亡數: 1, 助攻數: 5 - 獲得金錢: 11447 - 經驗值: 13618, 等级: 15 - 小兵擊殺數: 34, 野怪擊殺數: 171 關鍵事件:
- 在 329 秒時，(Graves (JUNGLE)) 助攻 (Skarner (TOP)) 擊殺了 (Smolder (TOP))
- 在 472 秒時，(Graves (JUNGLE)) 擊殺了 (Smolder (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Galio (MIDDLE)
終場表現: - 擊殺數: 2, 死亡數: 2, 助攻數: 8 - 獲得金錢: 9446 - 經驗值: 12006, 等级: 14 - 小兵擊殺數: 152, 野怪擊殺數: 6 關鍵事件:
- 在 287 秒時，(Galio (MIDDLE)) 助攻 (Samira (BOTTOM)) 擊殺了 (Nidalee (JUNGLE))
- 在 434 秒時，(Galio (MIDDLE)) 擊殺了 (Vex (MIDDLE))
- 在 444 秒時，(Galio (MIDDLE)) 被 (Jhin (BOTTOM)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Samira (BOTTOM)
終場表現: - 擊殺數: 11, 死亡數: 5, 助攻數: 4 - 獲得金錢: 14432 - 經驗值: 11245, 等级: 13 - 小兵擊殺數: 200, 野怪擊殺數: 4 關鍵事件:
- 在 244 秒時，(Samira (BOTTOM)) 擊殺了 (Jhin (BOTTOM))
- 在 253 秒時，(Samira (BOTTOM)) 被 (Lulu (UTILITY)) 擊殺
- 在 287 秒時，(Samira (BOTTOM)) 擊殺了 (Nidalee (JUNGLE))
- 在 400 秒時，(Samira (BOTTOM)) 助攻 (Thresh (UTILITY)) 擊殺了 (Lulu (UTILITY))
- 在 411 秒時，(Samira (BOTTOM)) 被 (Jhin (BOTTOM)) 擊殺
- 在 434 秒時，(Samira (BOTTOM)) 助攻 (Galio (MIDDLE)) 擊殺了 (Vex (MIDDLE))
- 在 529 秒時，(Samira (BOTTOM)) 擊殺了 (Nidalee (JUNGLE))
- 在 532 秒時，(Samira (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 535 秒時，(Samira (BOTTOM)) 擊殺了 (Jhin (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Thresh (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 5, 助攻數: 11 - 獲得金錢: 7892 - 經驗值: 8769, 等级: 12 - 小兵擊殺數: 25, 野怪擊殺數: 0 關鍵事件:
- 在 244 秒時，(Thresh (UTILITY)) 助攻 (Samira (BOTTOM)) 擊殺了 (Jhin (BOTTOM))
- 在 248 秒時，(Thresh (UTILITY)) 被 (Nidalee (JUNGLE)) 擊殺
- 在 287 秒時，(Thresh (UTILITY)) 助攻 (Samira (BOTTOM)) 擊殺了 (Nidalee (JUNGLE))
- 在 400 秒時，(Thresh (UTILITY)) 擊殺了 (Lulu (UTILITY))
- 在 434 秒時，(Thresh (UTILITY)) 助攻 (Galio (MIDDLE)) 擊殺了 (Vex (MIDDLE))
- 在 436 秒時，(Thresh (UTILITY)) 被 (Jhin (BOTTOM)) 擊殺
- 在 525 秒時，(Thresh (UTILITY)) 被 (Nidalee (JUNGLE)) 擊殺
- 在 529 秒時，(Thresh (UTILITY)) 助攻 (Samira (BOTTOM)) 擊殺了 (Nidalee (JUNGLE))
- 在 532 秒時，(Thresh (UTILITY)) 助攻 (Samira (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 535 秒時，(Thresh (UTILITY)) 助攻 (Samira (BOTTOM)) 擊殺了 (Jhin (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Smolder (TOP)
終場表現: - 擊殺數: 3, 死亡數: 4, 助攻數: 5 - 獲得金錢: 9798 - 經驗值: 12498, 等级: 14 - 小兵擊殺數: 191, 野怪擊殺數: 0 關鍵事件:
- 在 206 秒時，(Smolder (TOP)) 擊殺了 (Skarner (TOP))
- 在 329 秒時，(Smolder (TOP)) 被 (Skarner (TOP)) 擊殺
- 在 472 秒時，(Smolder (TOP)) 被 (Graves (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Nidalee (JUNGLE)
終場表現: - 擊殺數: 4, 死亡數: 4, 助攻數: 3 - 獲得金錢: 9008 - 經驗值: 10052, 等级: 13 - 小兵擊殺數: 33, 野怪擊殺數: 111 關鍵事件:
- 在 248 秒時，(Nidalee (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 253 秒時，(Nidalee (JUNGLE)) 助攻 (Lulu (UTILITY)) 擊殺了 (Samira (BOTTOM))
- 在 287 秒時，(Nidalee (JUNGLE)) 被 (Samira (BOTTOM)) 擊殺
- 在 409 秒時，(Nidalee (JUNGLE)) 擊殺了 小龍
- 在 444 秒時，(Nidalee (JUNGLE)) 助攻 (Jhin (BOTTOM)) 擊殺了 (Galio (MIDDLE))
- 在 525 秒時，(Nidalee (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 529 秒時，(Nidalee (JUNGLE)) 被 (Samira (BOTTOM)) 擊殺
- 在 532 秒時，(Nidalee (JUNGLE)) 助攻 (Samira (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 535 秒時，(Nidalee (JUNGLE)) 助攻 (Samira (BOTTOM)) 擊殺了 (Jhin (BOTTOM))
",Lose
"比賽模式: CLASSIC
使用英雄: Vex (MIDDLE)
終場表現: - 擊殺數: 1, 死亡數: 5, 助攻數: 6 - 獲得金錢: 7988 - 經驗值: 10783, 等级: 13 - 小兵擊殺數: 178, 野怪擊殺數: 0 關鍵事件:
- 在 411 秒時，(Vex (MIDDLE)) 助攻 (Jhin (BOTTOM)) 擊殺了 (Samira (BOTTOM))
- 在 434 秒時，(Vex (MIDDLE)) 被 (Galio (MIDDLE)) 擊殺
- 在 444 秒時，(Vex (MIDDLE)) 助攻 (Jhin (BOTTOM)) 擊殺了 (Galio (MIDDLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Jhin (BOTTOM)
終場表現: - 擊殺數: 5, 死亡數: 6, 助攻數: 5 - 獲得金錢: 9260 - 經驗值: 8675, 等级: 12 - 小兵擊殺數: 161, 野怪擊殺數: 0 關鍵事件:
- 在 244 秒時，(Jhin (BOTTOM)) 被 (Samira (BOTTOM)) 擊殺
- 在 248 秒時，(Jhin (BOTTOM)) 助攻 (Nidalee (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 253 秒時，(Jhin (BOTTOM)) 助攻 (Lulu (UTILITY)) 擊殺了 (Samira (BOTTOM))
- 在 411 秒時，(Jhin (BOTTOM)) 擊殺了 (Samira (BOTTOM))
- 在 436 秒時，(Jhin (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 444 秒時，(Jhin (BOTTOM)) 擊殺了 (Galio (MIDDLE))
- 在 525 秒時，(Jhin (BOTTOM)) 助攻 (Nidalee (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 535 秒時，(Jhin (BOTTOM)) 被 (Samira (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Lulu (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 4, 助攻數: 10 - 獲得金錢: 6462 - 經驗值: 8009, 等级: 11 - 小兵擊殺數: 17, 野怪擊殺數: 0 關鍵事件:
- 在 248 秒時，(Lulu (UTILITY)) 助攻 (Nidalee (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 253 秒時，(Lulu (UTILITY)) 擊殺了 (Samira (BOTTOM))
- 在 400 秒時，(Lulu (UTILITY)) 被 (Thresh (UTILITY)) 擊殺
- 在 411 秒時，(Lulu (UTILITY)) 助攻 (Jhin (BOTTOM)) 擊殺了 (Samira (BOTTOM))
- 在 525 秒時，(Lulu (UTILITY)) 助攻 (Nidalee (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 532 秒時，(Lulu (UTILITY)) 被 (Samira (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Gnar (TOP)
終場表現: - 擊殺數: 2, 死亡數: 0, 助攻數: 1 - 獲得金錢: 9780 - 經驗值: 10137, 等级: 13 - 小兵擊殺數: 170, 野怪擊殺數: 7 關鍵事件:
",Win
"比賽模式: CLASSIC
使用英雄: Graves (JUNGLE)
終場表現: - 擊殺數: 7, 死亡數: 1, 助攻數: 2 - 獲得金錢: 9199 - 經驗值: 8083, 等级: 11 - 小兵擊殺數: 17, 野怪擊殺數: 116 關鍵事件:
- 在 208 秒時，(Graves (JUNGLE)) 擊殺了 (Viego (JUNGLE))
- 在 304 秒時，(Graves (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 459 秒時，(Graves (JUNGLE)) 助攻 (Kaisa (BOTTOM)) 擊殺了 (Thresh (UTILITY))
- 在 530 秒時，(Graves (JUNGLE)) 擊殺了 小龍
",Win
"比賽模式: CLASSIC
使用英雄: Galio (MIDDLE)
終場表現: - 擊殺數: 0, 死亡數: 3, 助攻數: 2 - 獲得金錢: 6981 - 經驗值: 9166, 等级: 12 - 小兵擊殺數: 141, 野怪擊殺數: 0 關鍵事件:
- 在 97 秒時，(Galio (MIDDLE)) 被 (Fiora (TOP)) 擊殺
- 在 208 秒時，(Galio (MIDDLE)) 助攻 (Graves (JUNGLE)) 擊殺了 (Viego (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Kaisa (BOTTOM)
終場表現: - 擊殺數: 5, 死亡數: 1, 助攻數: 3 - 獲得金錢: 8897 - 經驗值: 7691, 等级: 11 - 小兵擊殺數: 185, 野怪擊殺數: 0 關鍵事件:
- 在 304 秒時，(Kaisa (BOTTOM)) 助攻 (Graves (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 459 秒時，(Kaisa (BOTTOM)) 擊殺了 (Thresh (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Nami (UTILITY)
終場表現: - 擊殺數: 0, 死亡數: 1, 助攻數: 10 - 獲得金錢: 5831 - 經驗值: 7136, 等级: 10 - 小兵擊殺數: 25, 野怪擊殺數: 0 關鍵事件:
- 在 304 秒時，(Nami (UTILITY)) 助攻 (Graves (JUNGLE)) 擊殺了 (Thresh (UTILITY))
- 在 459 秒時，(Nami (UTILITY)) 助攻 (Kaisa (BOTTOM)) 擊殺了 (Thresh (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Fiora (TOP)
終場表現: - 擊殺數: 3, 死亡數: 1, 助攻數: 0 - 獲得金錢: 6804 - 經驗值: 9604, 等级: 12 - 小兵擊殺數: 127, 野怪擊殺數: 0 關鍵事件:
- 在 97 秒時，(Fiora (TOP)) 擊殺了 (Galio (MIDDLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Viego (JUNGLE)
終場表現: - 擊殺數: 0, 死亡數: 2, 助攻數: 1 - 獲得金錢: 5039 - 經驗值: 6366, 等级: 10 - 小兵擊殺數: 16, 野怪擊殺數: 85 關鍵事件:
- 在 208 秒時，(Viego (JUNGLE)) 被 (Graves (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Veigar (MIDDLE)
終場表現: - 擊殺數: 2, 死亡數: 1, 助攻數: 0 - 獲得金錢: 6221 - 經驗值: 8857, 等级: 12 - 小兵擊殺數: 127, 野怪擊殺數: 0 關鍵事件:
",Lose
"比賽模式: CLASSIC
使用英雄: Jinx (BOTTOM)
終場表現: - 擊殺數: 0, 死亡數: 4, 助攻數: 2 - 獲得金錢: 5114 - 經驗值: 5432, 等级: 9 - 小兵擊殺數: 115, 野怪擊殺數: 0 關鍵事件:
",Lose
"比賽模式: CLASSIC
使用英雄: Thresh (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 6, 助攻數: 1 - 獲得金錢: 4534 - 經驗值: 4877, 等级: 8 - 小兵擊殺數: 28, 野怪擊殺數: 0 關鍵事件:
- 在 304 秒時，(Thresh (UTILITY)) 被 (Graves (JUNGLE)) 擊殺
- 在 459 秒時，(Thresh (UTILITY)) 被 (Kaisa (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Skarner (TOP)
終場表現: - 擊殺數: 1, 死亡數: 7, 助攻數: 1 - 獲得金錢: 6774 - 經驗值: 9513, 等级: 12 - 小兵擊殺數: 140, 野怪擊殺數: 0 關鍵事件:
- 在 68 秒時，(Skarner (TOP)) 被 (Taliyah (MIDDLE)) 擊殺
- 在 222 秒時，(Skarner (TOP)) 助攻 (Syndra (MIDDLE)) 擊殺了 (Taliyah (MIDDLE))
- 在 348 秒時，(Skarner (TOP)) 被 (Jinx (BOTTOM)) 擊殺
- 在 426 秒時，(Skarner (TOP)) 擊殺了 (TwistedFate (TOP))
",Lose
"比賽模式: CLASSIC
使用英雄: Zyra (JUNGLE)
終場表現: - 擊殺數: 3, 死亡數: 6, 助攻數: 4 - 獲得金錢: 7848 - 經驗值: 8038, 等级: 11 - 小兵擊殺數: 26, 野怪擊殺數: 95 關鍵事件:
- 在 241 秒時，(Zyra (JUNGLE)) 助攻 (Lulu (UTILITY)) 擊殺了 (Nautilus (UTILITY))
- 在 248 秒時，(Zyra (JUNGLE)) 擊殺了 (Jinx (BOTTOM))
- 在 441 秒時，(Zyra (JUNGLE)) 被 (Taliyah (MIDDLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Syndra (MIDDLE)
終場表現: - 擊殺數: 3, 死亡數: 8, 助攻數: 2 - 獲得金錢: 7655 - 經驗值: 8997, 等级: 12 - 小兵擊殺數: 138, 野怪擊殺數: 4 關鍵事件:
- 在 222 秒時，(Syndra (MIDDLE)) 擊殺了 (Taliyah (MIDDLE))
- 在 337 秒時，(Syndra (MIDDLE)) 被 (Jinx (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Aphelios (BOTTOM)
終場表現: - 擊殺數: 2, 死亡數: 7, 助攻數: 4 - 獲得金錢: 8543 - 經驗值: 8477, 等级: 11 - 小兵擊殺數: 176, 野怪擊殺數: 4 關鍵事件:
- 在 238 秒時，(Aphelios (BOTTOM)) 被 (Nautilus (UTILITY)) 擊殺
- 在 241 秒時，(Aphelios (BOTTOM)) 助攻 (Lulu (UTILITY)) 擊殺了 (Nautilus (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Lulu (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 3, 助攻數: 5 - 獲得金錢: 6298 - 經驗值: 7139, 等级: 10 - 小兵擊殺數: 34, 野怪擊殺數: 0 關鍵事件:
- 在 241 秒時，(Lulu (UTILITY)) 擊殺了 (Nautilus (UTILITY))
- 在 248 秒時，(Lulu (UTILITY)) 助攻 (Zyra (JUNGLE)) 擊殺了 (Jinx (BOTTOM))
",Lose
"比賽模式: CLASSIC
使用英雄: TwistedFate (TOP)
終場表現: - 擊殺數: 5, 死亡數: 1, 助攻數: 6 - 獲得金錢: 12329 - 經驗值: 13944, 等级: 15 - 小兵擊殺數: 191, 野怪擊殺數: 8 關鍵事件:
- 在 68 秒時，(TwistedFate (TOP)) 助攻 (Taliyah (MIDDLE)) 擊殺了 (Skarner (TOP))
- 在 426 秒時，(TwistedFate (TOP)) 被 (Skarner (TOP)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Graves (JUNGLE)
終場表現: - 擊殺數: 5, 死亡數: 0, 助攻數: 14 - 獲得金錢: 11754 - 經驗值: 12640, 等级: 14 - 小兵擊殺數: 25, 野怪擊殺數: 132 關鍵事件:
- 在 68 秒時，(Graves (JUNGLE)) 助攻 (Taliyah (MIDDLE)) 擊殺了 (Skarner (TOP))
- 在 441 秒時，(Graves (JUNGLE)) 助攻 (Taliyah (MIDDLE)) 擊殺了 (Zyra (JUNGLE))
",Win
